review_id,product_id,rating,review_text,sentiment_label,helpful_votes,review_length,category
REV007725,PRD0268,3,Average experience. Delivery was okay.,Neutral,31,38,Sports
REV007726,PRD0121,4,Best purchase I made this year.,Positive,170,31,Electronics
REV007727,PRD0126,1,Fake product. Totally different from description.,Negative,125,49,Sports
REV007728,PRD0390,2,Fake product. Totally different from description.,Negative,194,49,Books
REV007729,PRD0447,5,Excellent product! Highly recommended.,Positive,134,38,Electronics
REV007730,PRD0121,4,Very fast delivery and great quality.,Positive,164,37,Electronics
REV007731,PRD0022,4,Very fast delivery and great quality.,Positive,27,37,Beauty
REV007732,PRD0002,3,Decent. Could be better for the price.,Neutral,51,38,Grocery
REV007733,PRD0050,4,Very fast delivery and great quality.,Positive,125,37,Grocery
REV007734,PRD0025,5,Works perfectly. Exactly as described.,Positive,9,38,Home & Kitchen
REV007735,PRD0186,4,Best purchase I made this year.,Positive,95,31,Fashion
REV007736,PRD0353,5,Works perfectly. Exactly as described.,Positive,173,38,Home & Kitchen
REV007737,PRD0267,5,Very fast delivery and great quality.,Positive,175,37,Home & Kitchen
REV007738,PRD0191,5,Very fast delivery and great quality.,Positive,131,37,Fashion
REV007739,PRD0161,2,Fake product. Totally different from description.,Negative,125,49,Beauty
REV007740,PRD0283,4,Top quality. Will buy again.,Positive,65,28,Books
REV007741,PRD0401,4,Excellent product! Highly recommended.,Positive,110,38,Toys
REV007742,PRD0138,5,Excellent product! Highly recommended.,Positive,42,38,Home & Kitchen
REV007743,PRD0494,4,Top quality. Will buy again.,Positive,191,28,Electronics
REV007744,PRD0165,5,Best purchase I made this year.,Positive,57,31,Sports
REV007745,PRD0127,3,Decent. Could be better for the price.,Neutral,146,38,Grocery
REV007746,PRD0273,5,Excellent product! Highly recommended.,Positive,144,38,Books
REV007747,PRD0373,5,Best purchase I made this year.,Positive,75,31,Grocery
REV007748,PRD0169,4,Best purchase I made this year.,Positive,127,31,Sports
REV007749,PRD0302,3,Okay product. Average quality.,Neutral,1,30,Fashion
REV007750,PRD0256,4,Amazing value for money. Love it!,Positive,9,33,Home & Kitchen
REV007751,PRD0353,5,Works perfectly. Exactly as described.,Positive,44,38,Home & Kitchen
REV007752,PRD0047,2,Fake product. Totally different from description.,Negative,190,49,Home & Kitchen
REV007753,PRD0118,5,Very fast delivery and great quality.,Positive,35,37,Fashion
REV007754,PRD0041,5,Best purchase I made this year.,Positive,82,31,Home & Kitchen
REV007755,PRD0198,3,Nothing special but works fine.,Neutral,149,31,Home & Kitchen
REV007756,PRD0210,5,Top quality. Will buy again.,Positive,112,28,Sports
REV007757,PRD0221,2,Very disappointed. Not as shown in pictures.,Negative,134,44,Grocery
REV007758,PRD0002,4,Top quality. Will buy again.,Positive,25,28,Grocery
REV007759,PRD0223,2,Defective item received. No proper support.,Negative,200,43,Books
REV007760,PRD0191,3,Nothing special but works fine.,Neutral,26,31,Fashion
REV007761,PRD0376,5,Best purchase I made this year.,Positive,44,31,Sports
REV007762,PRD0347,4,Amazing value for money. Love it!,Positive,13,33,Home & Kitchen
REV007763,PRD0248,2,Fake product. Totally different from description.,Negative,93,49,Sports
REV007764,PRD0015,3,Average experience. Delivery was okay.,Neutral,6,38,Fashion
REV007765,PRD0392,4,Very fast delivery and great quality.,Positive,169,37,Sports
REV007766,PRD0448,1,Defective item received. No proper support.,Negative,172,43,Toys
REV007767,PRD0207,5,Works perfectly. Exactly as described.,Positive,132,38,Electronics
REV007768,PRD0336,2,Very disappointed. Not as shown in pictures.,Negative,33,44,Grocery
REV007769,PRD0139,5,Best purchase I made this year.,Positive,193,31,Beauty
REV007770,PRD0002,5,Works perfectly. Exactly as described.,Positive,187,38,Grocery
REV007771,PRD0288,5,Very fast delivery and great quality.,Positive,169,37,Books
REV007772,PRD0350,4,Excellent product! Highly recommended.,Positive,187,38,Toys
REV007773,PRD0175,4,Works perfectly. Exactly as described.,Positive,108,38,Grocery
REV007774,PRD0033,5,Very fast delivery and great quality.,Positive,200,37,Sports
REV007775,PRD0342,4,Excellent product! Highly recommended.,Positive,193,38,Beauty
REV007776,PRD0113,5,Best purchase I made this year.,Positive,80,31,Beauty
REV007777,PRD0468,5,Excellent product! Highly recommended.,Positive,136,38,Home & Kitchen
REV007778,PRD0032,3,Okay product. Average quality.,Neutral,21,30,Toys
REV007779,PRD0440,2,Fake product. Totally different from description.,Negative,80,49,Books
REV007780,PRD0437,1,Very disappointed. Not as shown in pictures.,Negative,51,44,Grocery
REV007781,PRD0320,3,Decent. Could be better for the price.,Neutral,161,38,Grocery
REV007782,PRD0244,5,Amazing value for money. Love it!,Positive,184,33,Grocery
REV007783,PRD0215,4,Excellent product! Highly recommended.,Positive,136,38,Books
REV007784,PRD0055,5,Amazing value for money. Love it!,Positive,110,33,Toys
REV007785,PRD0234,1,Very disappointed. Not as shown in pictures.,Negative,81,44,Sports
REV007786,PRD0287,5,Excellent product! Highly recommended.,Positive,135,38,Sports
REV007787,PRD0495,5,Excellent product! Highly recommended.,Positive,101,38,Electronics
REV007788,PRD0366,2,Very disappointed. Not as shown in pictures.,Negative,0,44,Grocery
REV007789,PRD0323,4,Best purchase I made this year.,Positive,146,31,Home & Kitchen
REV007790,PRD0184,4,Top quality. Will buy again.,Positive,186,28,Beauty
REV007791,PRD0257,4,Top quality. Will buy again.,Positive,89,28,Home & Kitchen
REV007792,PRD0315,4,Very fast delivery and great quality.,Positive,101,37,Beauty
REV007793,PRD0420,5,Excellent product! Highly recommended.,Positive,76,38,Grocery
REV007794,PRD0098,5,Best purchase I made this year.,Positive,71,31,Beauty
REV007795,PRD0113,5,Top quality. Will buy again.,Positive,60,28,Beauty
REV007796,PRD0147,1,Fake product. Totally different from description.,Negative,83,49,Home & Kitchen
REV007797,PRD0364,3,Average experience. Delivery was okay.,Neutral,106,38,Grocery
REV007798,PRD0457,2,Very disappointed. Not as shown in pictures.,Negative,68,44,Toys
REV007799,PRD0348,4,Amazing value for money. Love it!,Positive,138,33,Grocery
REV007800,PRD0086,5,Works perfectly. Exactly as described.,Positive,134,38,Beauty
REV007801,PRD0465,4,Works perfectly. Exactly as described.,Positive,135,38,Toys
REV007802,PRD0112,3,Okay product. Average quality.,Neutral,137,30,Grocery
REV007803,PRD0451,4,Best purchase I made this year.,Positive,84,31,Books
REV007804,PRD0399,4,Amazing value for money. Love it!,Positive,63,33,Sports
REV007805,PRD0287,4,Works perfectly. Exactly as described.,Positive,43,38,Sports
REV007806,PRD0285,3,Okay product. Average quality.,Neutral,12,30,Fashion
REV007807,PRD0481,5,Works perfectly. Exactly as described.,Positive,66,38,Sports
REV007808,PRD0376,3,Average experience. Delivery was okay.,Neutral,183,38,Sports
REV007809,PRD0181,4,Best purchase I made this year.,Positive,166,31,Toys
REV007810,PRD0467,5,Excellent product! Highly recommended.,Positive,150,38,Electronics
REV007811,PRD0180,4,Excellent product! Highly recommended.,Positive,133,38,Electronics
REV007812,PRD0359,4,Top quality. Will buy again.,Positive,153,28,Beauty
REV007813,PRD0066,5,Excellent product! Highly recommended.,Positive,96,38,Fashion
REV007814,PRD0083,3,Okay product. Average quality.,Neutral,100,30,Toys
REV007815,PRD0162,4,Excellent product! Highly recommended.,Positive,72,38,Grocery
REV007816,PRD0494,3,Nothing special but works fine.,Neutral,34,31,Electronics
REV007817,PRD0075,5,Best purchase I made this year.,Positive,153,31,Toys
REV007818,PRD0343,4,Excellent product! Highly recommended.,Positive,24,38,Fashion
REV007819,PRD0126,5,Works perfectly. Exactly as described.,Positive,78,38,Sports
REV007820,PRD0144,4,Excellent product! Highly recommended.,Positive,136,38,Books
REV007821,PRD0232,5,Top quality. Will buy again.,Positive,84,28,Grocery
REV007822,PRD0328,5,Top quality. Will buy again.,Positive,82,28,Home & Kitchen
REV007823,PRD0041,3,Decent. Could be better for the price.,Neutral,141,38,Home & Kitchen
REV007824,PRD0025,5,Very fast delivery and great quality.,Positive,68,37,Home & Kitchen
REV007825,PRD0486,2,Very disappointed. Not as shown in pictures.,Negative,53,44,Toys
REV007826,PRD0468,4,Top quality. Will buy again.,Positive,172,28,Home & Kitchen
REV007827,PRD0286,4,Amazing value for money. Love it!,Positive,119,33,Sports
REV007828,PRD0478,4,Top quality. Will buy again.,Positive,146,28,Home & Kitchen
REV007829,PRD0120,4,Very fast delivery and great quality.,Positive,23,37,Grocery
REV007830,PRD0481,5,Best purchase I made this year.,Positive,140,31,Sports
REV007831,PRD0357,5,Excellent product! Highly recommended.,Positive,52,38,Books
REV007832,PRD0090,5,Best purchase I made this year.,Positive,57,31,Toys
REV007833,PRD0230,4,Best purchase I made this year.,Positive,59,31,Books
REV007834,PRD0202,5,Excellent product! Highly recommended.,Positive,54,38,Grocery
REV007835,PRD0237,2,Worst product ever. Do not buy.,Negative,131,31,Beauty
REV007836,PRD0388,3,Nothing special but works fine.,Neutral,172,31,Beauty
REV007837,PRD0172,1,Very disappointed. Not as shown in pictures.,Negative,175,44,Books
REV007838,PRD0260,2,Very disappointed. Not as shown in pictures.,Negative,38,44,Sports
REV007839,PRD0448,5,Amazing value for money. Love it!,Positive,41,33,Toys
REV007840,PRD0318,2,Fake product. Totally different from description.,Negative,118,49,Electronics
REV007841,PRD0053,4,Excellent product! Highly recommended.,Positive,192,38,Grocery
REV007842,PRD0107,4,Works perfectly. Exactly as described.,Positive,16,38,Electronics
REV007843,PRD0261,5,Very fast delivery and great quality.,Positive,71,37,Toys
REV007844,PRD0222,5,Top quality. Will buy again.,Positive,172,28,Fashion
REV007845,PRD0044,3,Decent. Could be better for the price.,Neutral,57,38,Grocery
REV007846,PRD0010,2,Fake product. Totally different from description.,Negative,115,49,Books
REV007847,PRD0455,3,Decent. Could be better for the price.,Neutral,135,38,Grocery
REV007848,PRD0447,3,Nothing special but works fine.,Neutral,29,31,Electronics
REV007849,PRD0004,4,Very fast delivery and great quality.,Positive,106,37,Toys
REV007850,PRD0344,4,Amazing value for money. Love it!,Positive,170,33,Electronics
REV007851,PRD0230,5,Excellent product! Highly recommended.,Positive,19,38,Books
REV007852,PRD0120,3,Okay product. Average quality.,Neutral,175,30,Grocery
REV007853,PRD0461,5,Works perfectly. Exactly as described.,Positive,59,38,Books
REV007854,PRD0259,1,Pathetic quality. Waste of money.,Negative,135,33,Fashion
REV007855,PRD0152,3,Okay product. Average quality.,Neutral,51,30,Beauty
REV007856,PRD0414,5,Amazing value for money. Love it!,Positive,186,33,Toys
REV007857,PRD0348,4,Very fast delivery and great quality.,Positive,188,37,Grocery
REV007858,PRD0319,3,Nothing special but works fine.,Neutral,171,31,Electronics
REV007859,PRD0319,5,Top quality. Will buy again.,Positive,41,28,Electronics
REV007860,PRD0185,5,Works perfectly. Exactly as described.,Positive,72,38,Toys
REV007861,PRD0116,4,Top quality. Will buy again.,Positive,151,28,Beauty
REV007862,PRD0329,4,Very fast delivery and great quality.,Positive,58,37,Electronics
REV007863,PRD0172,4,Works perfectly. Exactly as described.,Positive,110,38,Books
REV007864,PRD0310,5,Works perfectly. Exactly as described.,Positive,194,38,Electronics
REV007865,PRD0456,5,Amazing value for money. Love it!,Positive,18,33,Electronics
REV007866,PRD0285,3,Nothing special but works fine.,Neutral,153,31,Fashion
REV007867,PRD0048,5,Amazing value for money. Love it!,Positive,66,33,Grocery
REV007868,PRD0053,5,Excellent product! Highly recommended.,Positive,200,38,Grocery
REV007869,PRD0347,4,Top quality. Will buy again.,Positive,171,28,Home & Kitchen
REV007870,PRD0014,1,Defective item received. No proper support.,Negative,119,43,Sports
REV007871,PRD0167,5,Works perfectly. Exactly as described.,Positive,73,38,Sports
REV007872,PRD0419,5,Works perfectly. Exactly as described.,Positive,49,38,Home & Kitchen
REV007873,PRD0201,5,Top quality. Will buy again.,Positive,189,28,Toys
REV007874,PRD0419,5,Very fast delivery and great quality.,Positive,94,37,Home & Kitchen
REV007875,PRD0019,5,Best purchase I made this year.,Positive,108,31,Electronics
REV007876,PRD0085,5,Best purchase I made this year.,Positive,90,31,Toys
REV007877,PRD0092,5,Very fast delivery and great quality.,Positive,178,37,Sports
REV007878,PRD0198,3,Average experience. Delivery was okay.,Neutral,71,38,Home & Kitchen
REV007879,PRD0047,5,Very fast delivery and great quality.,Positive,123,37,Home & Kitchen
REV007880,PRD0443,5,Excellent product! Highly recommended.,Positive,149,38,Toys
REV007881,PRD0482,5,Best purchase I made this year.,Positive,192,31,Books
REV007882,PRD0462,5,Best purchase I made this year.,Positive,72,31,Toys
REV007883,PRD0351,5,Top quality. Will buy again.,Positive,148,28,Grocery
REV007884,PRD0086,3,Decent. Could be better for the price.,Neutral,0,38,Beauty
REV007885,PRD0165,1,Defective item received. No proper support.,Negative,117,43,Sports
REV007886,PRD0208,5,Best purchase I made this year.,Positive,0,31,Fashion
REV007887,PRD0478,3,Decent. Could be better for the price.,Neutral,112,38,Home & Kitchen
REV007888,PRD0214,4,Very fast delivery and great quality.,Positive,69,37,Home & Kitchen
REV007889,PRD0163,4,Works perfectly. Exactly as described.,Positive,2,38,Toys
REV007890,PRD0474,4,Very fast delivery and great quality.,Positive,118,37,Beauty
REV007891,PRD0365,3,Nothing special but works fine.,Neutral,112,31,Beauty
REV007892,PRD0076,5,Top quality. Will buy again.,Positive,86,28,Toys
REV007893,PRD0322,5,Excellent product! Highly recommended.,Positive,29,38,Grocery
REV007894,PRD0187,3,Nothing special but works fine.,Neutral,134,31,Electronics
REV007895,PRD0136,3,Average experience. Delivery was okay.,Neutral,39,38,Sports
REV007896,PRD0277,1,Pathetic quality. Waste of money.,Negative,136,33,Home & Kitchen
REV007897,PRD0197,5,Works perfectly. Exactly as described.,Positive,24,38,Electronics
REV007898,PRD0114,5,Amazing value for money. Love it!,Positive,170,33,Fashion
REV007899,PRD0288,5,Top quality. Will buy again.,Positive,71,28,Books
REV007900,PRD0097,1,Product stopped working after 2 days.,Negative,198,37,Home & Kitchen
REV007901,PRD0014,5,Top quality. Will buy again.,Positive,125,28,Sports
REV007902,PRD0233,5,Very fast delivery and great quality.,Positive,165,37,Fashion
REV007903,PRD0385,5,Top quality. Will buy again.,Positive,35,28,Toys
REV007904,PRD0439,5,Amazing value for money. Love it!,Positive,21,33,Toys
REV007905,PRD0177,5,Top quality. Will buy again.,Positive,110,28,Fashion
REV007906,PRD0446,4,Best purchase I made this year.,Positive,149,31,Sports
REV007907,PRD0069,5,Works perfectly. Exactly as described.,Positive,48,38,Fashion
REV007908,PRD0009,5,Excellent product! Highly recommended.,Positive,81,38,Toys
REV007909,PRD0254,3,Decent. Could be better for the price.,Neutral,84,38,Home & Kitchen
REV007910,PRD0161,1,Pathetic quality. Waste of money.,Negative,128,33,Beauty
REV007911,PRD0183,5,Excellent product! Highly recommended.,Positive,165,38,Fashion
REV007912,PRD0156,5,Best purchase I made this year.,Positive,67,31,Electronics
REV007913,PRD0074,5,Top quality. Will buy again.,Positive,18,28,Home & Kitchen
REV007914,PRD0348,4,Top quality. Will buy again.,Positive,139,28,Grocery
REV007915,PRD0348,5,Top quality. Will buy again.,Positive,112,28,Grocery
REV007916,PRD0110,2,Worst product ever. Do not buy.,Negative,195,31,Fashion
REV007917,PRD0084,5,Top quality. Will buy again.,Positive,189,28,Beauty
REV007918,PRD0110,4,Works perfectly. Exactly as described.,Positive,167,38,Fashion
REV007919,PRD0390,4,Best purchase I made this year.,Positive,113,31,Books
REV007920,PRD0488,2,Very disappointed. Not as shown in pictures.,Negative,102,44,Toys
REV007921,PRD0092,4,Excellent product! Highly recommended.,Positive,70,38,Sports
REV007922,PRD0326,5,Excellent product! Highly recommended.,Positive,0,38,Fashion
REV007923,PRD0192,4,Top quality. Will buy again.,Positive,188,28,Sports
REV007924,PRD0366,5,Amazing value for money. Love it!,Positive,1,33,Grocery
REV007925,PRD0293,5,Best purchase I made this year.,Positive,67,31,Electronics
REV007926,PRD0443,4,Amazing value for money. Love it!,Positive,149,33,Toys
REV007927,PRD0462,5,Excellent product! Highly recommended.,Positive,172,38,Toys
REV007928,PRD0435,5,Works perfectly. Exactly as described.,Positive,144,38,Toys
REV007929,PRD0300,5,Excellent product! Highly recommended.,Positive,71,38,Fashion
REV007930,PRD0050,4,Works perfectly. Exactly as described.,Positive,135,38,Grocery
REV007931,PRD0429,4,Best purchase I made this year.,Positive,41,31,Electronics
REV007932,PRD0067,4,Very fast delivery and great quality.,Positive,15,37,Beauty
REV007933,PRD0415,4,Excellent product! Highly recommended.,Positive,106,38,Books
REV007934,PRD0410,2,Very disappointed. Not as shown in pictures.,Negative,67,44,Toys
REV007935,PRD0372,4,Amazing value for money. Love it!,Positive,198,33,Fashion
REV007936,PRD0385,4,Works perfectly. Exactly as described.,Positive,40,38,Toys
REV007937,PRD0488,5,Best purchase I made this year.,Positive,35,31,Toys
REV007938,PRD0225,3,Average experience. Delivery was okay.,Neutral,141,38,Home & Kitchen
REV007939,PRD0398,4,Excellent product! Highly recommended.,Positive,102,38,Electronics
REV007940,PRD0315,5,Very fast delivery and great quality.,Positive,36,37,Beauty
REV007941,PRD0250,1,Pathetic quality. Waste of money.,Negative,11,33,Beauty
REV007942,PRD0425,3,Okay product. Average quality.,Neutral,157,30,Grocery
REV007943,PRD0287,5,Excellent product! Highly recommended.,Positive,88,38,Sports
REV007944,PRD0067,4,Excellent product! Highly recommended.,Positive,36,38,Beauty
REV007945,PRD0126,5,Best purchase I made this year.,Positive,44,31,Sports
REV007946,PRD0438,5,Works perfectly. Exactly as described.,Positive,171,38,Beauty
REV007947,PRD0180,1,Product stopped working after 2 days.,Negative,154,37,Electronics
REV007948,PRD0485,4,Amazing value for money. Love it!,Positive,132,33,Books
REV007949,PRD0037,5,Very fast delivery and great quality.,Positive,1,37,Sports
REV007950,PRD0392,4,Amazing value for money. Love it!,Positive,190,33,Sports
REV007951,PRD0208,3,Okay product. Average quality.,Neutral,58,30,Fashion
REV007952,PRD0355,5,Top quality. Will buy again.,Positive,115,28,Home & Kitchen
REV007953,PRD0304,5,Best purchase I made this year.,Positive,143,31,Fashion
REV007954,PRD0365,4,Works perfectly. Exactly as described.,Positive,30,38,Beauty
REV007955,PRD0372,4,Works perfectly. Exactly as described.,Positive,167,38,Fashion
REV007956,PRD0213,4,Works perfectly. Exactly as described.,Positive,122,38,Books
REV007957,PRD0352,5,Very fast delivery and great quality.,Positive,166,37,Sports
REV007958,PRD0074,4,Best purchase I made this year.,Positive,164,31,Home & Kitchen
REV007959,PRD0068,4,Amazing value for money. Love it!,Positive,33,33,Beauty
REV007960,PRD0031,4,Works perfectly. Exactly as described.,Positive,75,38,Grocery
REV007961,PRD0038,5,Best purchase I made this year.,Positive,77,31,Toys
REV007962,PRD0375,5,Amazing value for money. Love it!,Positive,177,33,Sports
REV007963,PRD0028,5,Amazing value for money. Love it!,Positive,170,33,Home & Kitchen
REV007964,PRD0155,1,Very disappointed. Not as shown in pictures.,Negative,119,44,Electronics
REV007965,PRD0161,5,Best purchase I made this year.,Positive,32,31,Beauty
REV007966,PRD0083,4,Best purchase I made this year.,Positive,118,31,Toys
REV007967,PRD0254,4,Excellent product! Highly recommended.,Positive,189,38,Home & Kitchen
REV007968,PRD0234,5,Excellent product! Highly recommended.,Positive,38,38,Sports
REV007969,PRD0170,4,Best purchase I made this year.,Positive,58,31,Beauty
REV007970,PRD0270,5,Amazing value for money. Love it!,Positive,48,33,Books
REV007971,PRD0007,5,Works perfectly. Exactly as described.,Positive,161,38,Fashion
REV007972,PRD0123,5,Very fast delivery and great quality.,Positive,6,37,Home & Kitchen
REV007973,PRD0372,4,Very fast delivery and great quality.,Positive,191,37,Fashion
REV007974,PRD0042,5,Amazing value for money. Love it!,Positive,99,33,Toys
REV007975,PRD0302,4,Excellent product! Highly recommended.,Positive,120,38,Fashion
REV007976,PRD0489,1,Worst product ever. Do not buy.,Negative,163,31,Home & Kitchen
REV007977,PRD0189,1,Defective item received. No proper support.,Negative,89,43,Beauty
REV007978,PRD0210,5,Very fast delivery and great quality.,Positive,32,37,Sports
REV007979,PRD0011,4,Works perfectly. Exactly as described.,Positive,30,38,Sports
REV007980,PRD0121,3,Decent. Could be better for the price.,Neutral,105,38,Electronics
REV007981,PRD0375,1,Product stopped working after 2 days.,Negative,107,37,Sports
REV007982,PRD0225,4,Top quality. Will buy again.,Positive,146,28,Home & Kitchen
REV007983,PRD0305,4,Works perfectly. Exactly as described.,Positive,82,38,Sports
REV007984,PRD0130,5,Best purchase I made this year.,Positive,7,31,Sports
REV007985,PRD0241,5,Amazing value for money. Love it!,Positive,77,33,Books
REV007986,PRD0238,5,Excellent product! Highly recommended.,Positive,161,38,Toys
REV007987,PRD0082,5,Best purchase I made this year.,Positive,63,31,Sports
REV007988,PRD0177,5,Best purchase I made this year.,Positive,132,31,Fashion
REV007989,PRD0232,4,Top quality. Will buy again.,Positive,151,28,Grocery
REV007990,PRD0228,5,Works perfectly. Exactly as described.,Positive,51,38,Toys
REV007991,PRD0310,4,Amazing value for money. Love it!,Positive,68,33,Electronics
REV007992,PRD0080,4,Amazing value for money. Love it!,Positive,23,33,Electronics
REV007993,PRD0333,3,Average experience. Delivery was okay.,Neutral,158,38,Home & Kitchen
REV007994,PRD0029,4,Amazing value for money. Love it!,Positive,52,33,Fashion
REV007995,PRD0033,4,Best purchase I made this year.,Positive,5,31,Sports
REV007996,PRD0452,1,Defective item received. No proper support.,Negative,12,43,Books
REV007997,PRD0086,3,Average experience. Delivery was okay.,Neutral,168,38,Beauty
REV007998,PRD0356,4,Amazing value for money. Love it!,Positive,160,33,Home & Kitchen
REV007999,PRD0083,3,Okay product. Average quality.,Neutral,92,30,Toys
REV008000,PRD0152,3,Nothing special but works fine.,Neutral,56,31,Beauty
REV008001,PRD0160,4,Works perfectly. Exactly as described.,Positive,30,38,Home & Kitchen
REV008002,PRD0335,1,Very disappointed. Not as shown in pictures.,Negative,162,44,Grocery
REV008003,PRD0298,5,Best purchase I made this year.,Positive,75,31,Books
REV008004,PRD0422,3,Decent. Could be better for the price.,Neutral,131,38,Beauty
REV008005,PRD0164,3,Decent. Could be better for the price.,Neutral,62,38,Fashion
REV008006,PRD0475,4,Best purchase I made this year.,Positive,23,31,Home & Kitchen
REV008007,PRD0179,3,Average experience. Delivery was okay.,Neutral,117,38,Toys
REV008008,PRD0195,2,Pathetic quality. Waste of money.,Negative,105,33,Electronics
REV008009,PRD0074,5,Top quality. Will buy again.,Positive,91,28,Home & Kitchen
REV008010,PRD0182,3,Average experience. Delivery was okay.,Neutral,8,38,Electronics
REV008011,PRD0388,4,Best purchase I made this year.,Positive,96,31,Beauty
REV008012,PRD0035,4,Amazing value for money. Love it!,Positive,164,33,Grocery
REV008013,PRD0111,4,Works perfectly. Exactly as described.,Positive,78,38,Home & Kitchen
REV008014,PRD0414,5,Very fast delivery and great quality.,Positive,66,37,Toys
REV008015,PRD0462,5,Excellent product! Highly recommended.,Positive,198,38,Toys
REV008016,PRD0288,4,Works perfectly. Exactly as described.,Positive,23,38,Books
REV008017,PRD0045,2,Very disappointed. Not as shown in pictures.,Negative,132,44,Fashion
REV008018,PRD0157,4,Excellent product! Highly recommended.,Positive,74,38,Toys
REV008019,PRD0230,4,Best purchase I made this year.,Positive,107,31,Books
REV008020,PRD0090,5,Very fast delivery and great quality.,Positive,178,37,Toys
REV008021,PRD0431,5,Amazing value for money. Love it!,Positive,167,33,Grocery
REV008022,PRD0103,2,Defective item received. No proper support.,Negative,90,43,Toys
REV008023,PRD0129,1,Worst product ever. Do not buy.,Negative,41,31,Fashion
REV008024,PRD0115,4,Best purchase I made this year.,Positive,4,31,Toys
REV008025,PRD0484,4,Top quality. Will buy again.,Positive,21,28,Toys
REV008026,PRD0408,2,Defective item received. No proper support.,Negative,189,43,Books
REV008027,PRD0192,2,Product stopped working after 2 days.,Negative,42,37,Sports
REV008028,PRD0162,3,Okay product. Average quality.,Neutral,71,30,Grocery
REV008029,PRD0134,4,Amazing value for money. Love it!,Positive,85,33,Beauty
REV008030,PRD0353,5,Very fast delivery and great quality.,Positive,127,37,Home & Kitchen
REV008031,PRD0470,4,Very fast delivery and great quality.,Positive,100,37,Electronics
REV008032,PRD0452,3,Nothing special but works fine.,Neutral,99,31,Books
REV008033,PRD0140,5,Top quality. Will buy again.,Positive,169,28,Grocery
REV008034,PRD0212,4,Amazing value for money. Love it!,Positive,24,33,Books
REV008035,PRD0486,5,Best purchase I made this year.,Positive,70,31,Toys
REV008036,PRD0001,5,Top quality. Will buy again.,Positive,183,28,Grocery
REV008037,PRD0284,2,Defective item received. No proper support.,Negative,195,43,Home & Kitchen
REV008038,PRD0258,4,Best purchase I made this year.,Positive,47,31,Home & Kitchen
REV008039,PRD0337,2,Defective item received. No proper support.,Negative,181,43,Electronics
REV008040,PRD0192,3,Average experience. Delivery was okay.,Neutral,169,38,Sports
REV008041,PRD0385,4,Works perfectly. Exactly as described.,Positive,122,38,Toys
REV008042,PRD0443,3,Average experience. Delivery was okay.,Neutral,175,38,Toys
REV008043,PRD0477,5,Very fast delivery and great quality.,Positive,124,37,Beauty
REV008044,PRD0206,4,Best purchase I made this year.,Positive,74,31,Sports
REV008045,PRD0477,4,Amazing value for money. Love it!,Positive,35,33,Beauty
REV008046,PRD0370,4,Top quality. Will buy again.,Positive,151,28,Toys
REV008047,PRD0035,4,Very fast delivery and great quality.,Positive,27,37,Grocery
REV008048,PRD0058,5,Excellent product! Highly recommended.,Positive,136,38,Sports
REV008049,PRD0029,4,Top quality. Will buy again.,Positive,125,28,Fashion
REV008050,PRD0453,5,Works perfectly. Exactly as described.,Positive,117,38,Electronics
REV008051,PRD0127,2,Worst product ever. Do not buy.,Negative,190,31,Grocery
REV008052,PRD0330,4,Excellent product! Highly recommended.,Positive,142,38,Electronics
REV008053,PRD0419,5,Amazing value for money. Love it!,Positive,109,33,Home & Kitchen
REV008054,PRD0292,3,Nothing special but works fine.,Neutral,186,31,Sports
REV008055,PRD0038,3,Decent. Could be better for the price.,Neutral,139,38,Toys
REV008056,PRD0460,5,Excellent product! Highly recommended.,Positive,56,38,Sports
REV008057,PRD0103,5,Excellent product! Highly recommended.,Positive,32,38,Toys
REV008058,PRD0017,5,Very fast delivery and great quality.,Positive,156,37,Electronics
REV008059,PRD0078,5,Top quality. Will buy again.,Positive,129,28,Toys
REV008060,PRD0242,3,Average experience. Delivery was okay.,Neutral,73,38,Sports
REV008061,PRD0339,4,Excellent product! Highly recommended.,Positive,59,38,Electronics
REV008062,PRD0444,4,Works perfectly. Exactly as described.,Positive,99,38,Books
REV008063,PRD0096,3,Nothing special but works fine.,Neutral,119,31,Books
REV008064,PRD0374,5,Amazing value for money. Love it!,Positive,130,33,Fashion
REV008065,PRD0160,4,Best purchase I made this year.,Positive,181,31,Home & Kitchen
REV008066,PRD0164,5,Works perfectly. Exactly as described.,Positive,130,38,Fashion
REV008067,PRD0417,3,Decent. Could be better for the price.,Neutral,23,38,Fashion
REV008068,PRD0348,5,Top quality. Will buy again.,Positive,114,28,Grocery
REV008069,PRD0106,5,Best purchase I made this year.,Positive,69,31,Toys
REV008070,PRD0087,4,Excellent product! Highly recommended.,Positive,17,38,Beauty
REV008071,PRD0420,4,Excellent product! Highly recommended.,Positive,23,38,Grocery
REV008072,PRD0435,3,Nothing special but works fine.,Neutral,17,31,Toys
REV008073,PRD0365,5,Top quality. Will buy again.,Positive,119,28,Beauty
REV008074,PRD0271,4,Best purchase I made this year.,Positive,36,31,Toys
REV008075,PRD0239,5,Excellent product! Highly recommended.,Positive,61,38,Beauty
REV008076,PRD0193,4,Top quality. Will buy again.,Positive,196,28,Sports
REV008077,PRD0383,4,Excellent product! Highly recommended.,Positive,163,38,Grocery
REV008078,PRD0091,5,Amazing value for money. Love it!,Positive,118,33,Beauty
REV008079,PRD0146,4,Works perfectly. Exactly as described.,Positive,19,38,Electronics
